mean_score,mean_coverage,mean_cov_per_min,mean_review_min,novelty,underfilled,total_selected,k,obj_val,solve_time
0.7934129687069691,0.9577777777777778,0.020987468756794993,50.608203333333336,0.6592592592592592,0,270,3,296.52494155088164,2.0125606000074185
0.768815048363084,0.9577777777777778,0.01725750877041524,58.16441888888888,0.6333333333333333,0,360,4,359.0768574107102,2.5637193000293337
0.739259489061331,0.9577777777777778,0.01572137367789383,61.44726000000001,0.6088888888888889,0,450,5,414.97021007759895,4.731738000002224
0.7071956305063357,0.9577777777777778,0.015149274460159748,63.27882666666665,0.5703703703703704,0,540,6,464.1890804734213,5.910567199985962
0.6692317797866715,0.9577777777777778,0.014980865147507714,63.94508555555555,0.546031746031746,0,630,7,503.91946126560305,17.979619000048842
0.6286353244462078,0.9533333333333335,0.014786851033362245,64.46350555555554,0.5106382978723404,10,705,8,519.8105798463648,181.45590790000279
