job_id,job_title,text_raw,text_clean,text_no_stop,word_count,exp_years_raw,degree_level_raw,has_exp,has_degree,has_both,exp_years,degree_level,exp_missing,degree_missing,skill_set,num_skills,required_skills,num_required_skills,required_skill_weights
0,Backend Developer,"Looking for the most motivated Backend developer who have experience in building Api's to develop an Api for the web app and also for the Mobile App. Candidate must have atleast 1-3 years of experience in Laravel, Node.js, Docker, WebRtc, Socket.io, Aws Gateway Api to develop an Api. PostgrSql, MongoDB, DynamoDB for the database
Send me your resume if you are matching our requirements at info[@]yautiktechnology.com
with your
Current CTC?
Expected CTC?
How soon you can join?
Responsibilities
Develop an api laravel, deploy the code in AWS
Ensure the technical feasibility
Job Type: Full-time
Salary: ₹30,000.00 - ₹50,000.00 per month
Experience:
Docker: 1 year (Preferred)
Node.js: 1 year (Preferred)
PostgreSql: 2 years (Preferred)
javaLaravel: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",look for the most motivated backend developer who have experience in building api 's to develop an api for the web app and also for the mobile app candidate must have atleast num year of experience in laravel node.js docker webrtc socket.io aws gateway api to develop an api postgrsql mongodb dynamodb for the database send me your resume if you are match our requirement at with your current ctc expect ctc how soon you can join responsibility develop an api laravel deploy the code in aws ensure the technical feasibility job type full-time salary num num per month experience docker num year prefer node.js num year prefer postgresql num year prefer javalaravel num year preferred education bachelor 's preferred work remotely temporarily due to covid- num,look motivated backend developer experience building api 's develop api web app also mobile app candidate must atleast num year experience laravel node.js docker webrtc socket.io aws gateway api develop api postgrsql mongodb dynamodb database send resume match requirement current ctc expect ctc soon join responsibility develop api laravel deploy code aws ensure technical feasibility job type full-time salary num num per month experience docker num year prefer node.js num year prefer postgresql num year prefer javalaravel num year preferred education bachelor 's preferred work remotely temporarily due covid- num,127,3.0,3.0,True,True,True,3.0,3,False,False,"[""api"", ""aws"", ""docker"", ""laravel"", ""mongodb"", ""node.js"", ""postgresql""]",7,"[""laravel"", ""postgresql"", ""mongodb"", ""node.js"", ""docker""]",5,"{""laravel"": 1.982, ""postgresql"": 1.892, ""mongodb"": 1.834, ""node.js"": 1.8820000000000001, ""docker"": 1.912}"
1,Backend Developer,"Basic Info
Location
Bangalore, Karnataka, India
Job type
Full-Time
Contract
Regular/Permanent
Take the next step in your career at ABB, working in a team that is dedicated to creating a future where innovative digital technologies allow greater access to cleaner energy.

ABB Global Industries and Services Private Limited (GISPL) is a company which has 4 business areas to support ABB projects globally. We have 2000 employees as a part of this company serving in the areas of Research, Development, Engineering center and Regional ERP support center which contributes to ABB's 4 business areas globally. In 2015 the company name was registered as ABB Global Industries and Services Private Limited (GISPL).

ABB Motion is a pioneering technology leader, driving innovation in motion industries. We keep the world turning, while saving energy every day. Our motors and drives are an integral part of everyone's lives, writing the future of smart motion.

This is a Backend Web Developer role, reporting Division R&D Manager in Business Area – Motion located in Bangalore. You will involve in contributing to your ideas to identifying, proposing, and implementing innovative technology development and solutions.

Your responsibilities
Architecting, designing, coding and unit testing of software modules based on the requirements.
Developing existing systems by analyzing and identifying areas for improvements.
Maintaining systems by identifying and correcting software defects.
Creating design/architecture documents, technical specifications, and test cases in line with quality systems.
Providing estimates for work on the effort, scheduling to project manager and actively participating in preparing detailed project documentation.
Reviewing and coaching team members by investigating new technologies.
Consulting internal - external stakeholders concerning the maintenance and performance of software systems, implementing software solutions.
Living ABB’s core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.
Your background
Bachelor's or master’s degree in computer science, electronics, electrical, instrumentation engineering or equivalent.
6-8 years of experience on advanced C#, .NET, .NET Core, WebAPI, Unit Testing (Nunit/Xunit), XML, LINQ , design patterns with minimum 1 year of experience in Azure and cloud development.
Strong concepts of Object-oriented Programming System (OOPS), TypeScript, HTML,CSS and Bootstrap.
Experience in Azure DevOps continuous integration, configuration management.
Good knowledge on using entity framework/ entity framework core.
Good knowledge of SQL server and database scripting.
Good understanding of Azure DevOps.
Good to have experience in Azure pipelines and deployments.
More about us

Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.
Important, please include in your CV the following passage:
“I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended).”

Reference Number
IN76077323_E2
Publication date
2020-11-05",basic info location bangalore karnataka india job type full-time contract regular/permanent take the next step in your career at abb work in a team that be dedicate to create a future where innovative digital technology allow great access to cleaner energy abb global industry and service private limited gispl be a company which have num business area to support abb project globally we have num employee a a part of this company serve in the area of research development engineering center and regional erp support center which contribute to abb 's num business area globally in num the company name was register a abb global industry and service private limited gispl abb motion be a pioneering technology leader drive innovation in motion industry we keep the world turn while save energy every day our motor and drive are an integral part of everyone 's life write the future of smart motion this be a backend web developer role report division r d manager in business area motion locate in bangalore you will involve in contribute to your idea to identify proposing and implement innovative technology development and solution your responsibility architecting design cod and unit testing of software module base on the requirement develop exist system by analyze and identify area for improvement maintain system by identify and correct software defect create design/architecture document technical specification and test case in line with quality system provide estimate for work on the effort schedule to project manager and actively participate in prepare detailed project documentation review and coach team member by investigate new technology consult internal external stakeholder concern the maintenance and performance of software system implement software solution live abb s core value of safety and integrity which mean take responsibility for your own action while care for your colleague and the business your background bachelor 's or master s degree in computer science electronics electrical instrumentation engineering or equivalent num year of experience on advanced c .net .net core webapi unit test nunit/xunit xml linq design pattern with minimum num year of experience in azure and cloud development strong concept of object-oriented programming system oops typescript html css and bootstrap experience in azure devops continuous integration configuration management good knowledge on use entity framework/ entity framework core good knowledge of sql server and database script good understanding of azure devops good to have experience in azure pipeline and deployment more about u bring your very own sense of pride and purpose a you help u drive forward the fourth industrial revolution create a sustainable future for our planet and your career join abb and harness the power of our diverse global network a you collaborate with and learn from our world-class team above all challenge yourself every day let s write the future together important please include in your cv the following passage i hereby agree for my personal data include in my job application to be process in line with the need of recruitment in accordance with the law on personal data protection of num th august num law gazette from num no num head num a amended reference number in num _e num publication date num,basic info location bangalore karnataka india job type full-time contract regular/permanent take next step career abb work team dedicate create future innovative digital technology allow great access cleaner energy abb global industry service private limited gispl company num business area support abb project globally num employee part company serve area research development engineering center regional erp support center contribute abb 's num business area globally num company name register abb global industry service private limited gispl abb motion pioneering technology leader drive innovation motion industry keep world turn save energy every day motor drive integral part everyone 's life write future smart motion backend web developer role report division r manager business area motion locate bangalore involve contribute idea identify proposing implement innovative technology development solution responsibility architecting design cod unit testing software module base requirement develop exist system analyze identify area improvement maintain system identify correct software defect create design/architecture document technical specification test case line quality system provide estimate work effort schedule project manager actively participate prepare detailed project documentation review coach team member investigate new technology consult internal external stakeholder concern maintenance performance software system implement software solution live abb core value safety integrity mean take responsibility action care colleague business background bachelor 's master degree computer science electronics electrical instrumentation engineering equivalent num year experience advanced c .net .net core webapi unit test nunit/xunit xml linq design pattern minimum num year experience azure cloud development strong concept object-oriented programming system oops typescript html css bootstrap experience azure devops continuous integration configuration management good knowledge use entity framework/ entity framework core good knowledge sql server database script good understanding azure devops good experience azure pipeline deployment u bring sense pride purpose help u drive forward fourth industrial revolution create sustainable future planet career join abb harness power diverse global network collaborate learn world-class team challenge every day let write future together important please include cv following passage hereby agree personal data include job application process line need recruitment accordance law personal data protection num th august num law gazette num num head num amended reference number num _e num publication date num,528,8.0,3.0,True,True,True,8.0,3,False,False,"["".net"", ""azure"", ""bootstrap"", ""css"", ""devops"", ""html"", ""sql"", ""sql server"", ""testing"", ""typescript""]",10,"[""sql server"", ""testing"", ""typescript"", ""bootstrap"", ""devops""]",5,"{""sql server"": 1.69, ""testing"": 1.674, ""typescript"": 1.956, ""bootstrap"": 1.766, ""devops"": 1.95}"
2,Backend Developer,"Job Title: Senior Backend Developer (RoR)
We are an outsourcing company working for clients based around the world. We are looking for a Ruby on Rails developer responsible for the development and maintenance of a cross-platform application at an innovative startup.
Your primary focus will be the development of the core backend engine and its integration with multiple frontends across mobile and web. You will be working alongside other engineers and developers working on different layers of the infrastructure. You will be part of a startup environment with a small, agile team that moves fast and uses cutting-edge technologies, tools, and processes. Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products are essential.
Responsibilities :
Development, delivery, and maintenance of platform functionality and features.
Development, delivery and maintenance of APIs exposing platform functionality.
Design and build applications using the Ruby on Rails framework and related technologies.
Improving code quality and maintainability by staying up-to-date on new technologies and development approaches.
Ensure the performance, quality, and responsiveness of the application.
Ensure that the platform is safe, secure, and compatible with the latest devices and OS versions.
Provide support for the development of multiple projects and devise solutions that are maintainable and scalable.
Identify, diagnose, and resolve production issues.
Identify opportunities for process and tool improvements, and perform the implementation.
Maintain transparent communication with team members and collaborate towards overcoming challenging hurdles.
Brainstorm, contribute new ideas, conceive innovative strategies, Identify and correct bottlenecks, and fix bugs.
Always be learning and working towards mastering your craft
Skills Required :
Minimum 5 years of experience in object-oriented backend development.
Minimum 3 years of experience building Ruby on Rails applications from scratch
Minimum 2 years of experience developing and maintaining APIs
Strong understanding of database design and Object Relational Mapping concepts
Experience building and extending data models in a low-complexity way using all types of ActiveRecord associations
Understanding of common Rails design patterns
Knowledge of the Rails ecosystem and the libraries available for common tasks
Solid understanding of agile application development lifecycle
Experience in web service and API integration (REST, JSON, and similar)
Excellent understanding of code versioning tools, such as Git.
Experience with network communications on mobile platforms, handling synchronous and asynchronous web service calls.
Must have developed Rails apps connected with mobile frontends
Experience with automated test suites using frameworks such as RSpec, Capybara, Cucumber, etc.
Experience with data migrations between different database technologies and schemas
Familiarity with cloud message APIs and push notifications.
Familiarity with building location aware apps, geofencing, Google Maps API integrations.
Familiarity with audio streaming
Familiarity with audio encoding and conversion of audio formats.
Programming Languages needed:
Ruby (Required)
HTML/CSS/Javascript (Preferred)
Job Type: Full-time
Salary: ₹75,000.00 - ₹100,000.00 per month
Schedule:
Day shift
Evening shift
Morning shift
Education:
Bachelor's (Preferred)
Experience:
total work: 5 years (Preferred)
Ruby on rails: 3 years (Preferred)
Work Remotely:
Yes",job title senior backend developer ror we are an outsource company work for client base around the world we are look for a ruby on rail developer responsible for the development and maintenance of a cross-platform application at an innovative startup your primary focus will be the development of the core backend engine and its integration with multiple frontends across mobile and web you will be work alongside other engineer and developer work on different layer of the infrastructure you will be part of a startup environment with a small agile team that move fast and use cutting-edge technology tool and process therefore a commitment to collaborative problem solve sophisticated design and the creation of quality product are essential responsibility development delivery and maintenance of platform functionality and feature development delivery and maintenance of apis expose platform functionality design and build application use the ruby on rail framework and related technology improve code quality and maintainability by stay up-to-date on new technology and development approach ensure the performance quality and responsiveness of the application ensure that the platform be safe secure and compatible with the late device and os version provide support for the development of multiple project and devise solution that are maintainable and scalable identify diagnose and resolve production issue identify opportunity for process and tool improvement and perform the implementation maintain transparent communication with team member and collaborate towards overcome challenge hurdle brainstorm contribute new idea conceive innovative strategy identify and correct bottleneck and fix bug always be learn and work towards master your craft skill require minimum num year of experience in object-oriented backend development minimum num year of experience building ruby on rail application from scratch minimum num year of experience develop and maintain apis strong understanding of database design and object relational mapping concept experience building and extend data model in a low-complexity way use all type of activerecord association understanding of common rail design pattern knowledge of the rail ecosystem and the library available for common task solid understanding of agile application development lifecycle experience in web service and api integration rest json and similar excellent understanding of code versioning tool such a git experience with network communication on mobile platform handle synchronous and asynchronous web service call must have develop rail apps connect with mobile frontends experience with automated test suite use framework such a rspec capybara cucumber etc experience with data migration between different database technology and schemas familiarity with cloud message apis and push notification familiarity with building location aware apps geofencing google map api integration familiarity with audio stream familiarity with audio encoding and conversion of audio format program language need ruby require html/css/javascript preferred job type full-time salary num num per month schedule day shift even shift morning shift education bachelor 's preferred experience total work num year prefer ruby on rail num year prefer work remotely yes,job title senior backend developer ror outsource company work client base around world look ruby rail developer responsible development maintenance cross-platform application innovative startup primary focus development core backend engine integration multiple frontends across mobile web work alongside engineer developer work different layer infrastructure part startup environment small agile team move fast use cutting-edge technology tool process therefore commitment collaborative problem solve sophisticated design creation quality product essential responsibility development delivery maintenance platform functionality feature development delivery maintenance apis expose platform functionality design build application use ruby rail framework related technology improve code quality maintainability stay up-to-date new technology development approach ensure performance quality responsiveness application ensure platform safe secure compatible late device os version provide support development multiple project devise solution maintainable scalable identify diagnose resolve production issue identify opportunity process tool improvement perform implementation maintain transparent communication team member collaborate towards overcome challenge hurdle brainstorm contribute new idea conceive innovative strategy identify correct bottleneck fix bug always learn work towards master craft skill require minimum num year experience object-oriented backend development minimum num year experience building ruby rail application scratch minimum num year experience develop maintain apis strong understanding database design object relational mapping concept experience building extend data model low-complexity way use type activerecord association understanding common rail design pattern knowledge rail ecosystem library available common task solid understanding agile application development lifecycle experience web service api integration rest json similar excellent understanding code versioning tool git experience network communication mobile platform handle synchronous asynchronous web service call must develop rail apps connect mobile frontends experience automated test suite use framework rspec capybara cucumber etc experience data migration different database technology schemas familiarity cloud message apis push notification familiarity building location aware apps geofencing google map api integration familiarity audio stream familiarity audio encoding conversion audio format program language need ruby require html/css/javascript preferred job type full-time salary num num per month schedule day shift even shift morning shift education bachelor 's preferred experience total work num year prefer ruby rail num year prefer work remotely yes,480,5.0,3.0,True,True,True,5.0,3,False,False,"[""agile"", ""api"", ""communication"", ""css"", ""git"", ""html"", ""javascript"", ""rail"", ""rest"", ""ruby""]",10,"[""rail"", ""ruby"", ""api"", ""rest"", ""agile""]",5,"{""rail"": 1.954, ""ruby"": 1.95, ""api"": 1.712, ""rest"": 1.748, ""agile"": 1.646}"
3,Backend Developer,"We are looking to hire an Angular developer who can contribute to building and scaling our product and internal applications.
Job responsibilities include:
B.Tech or equivalent in Computer Science
Strong 1 to 2 years of work experience
Strong experience in CSS3, Javascript, HTML5, JSON
Strong background in Angular 5+
Familiarity with CSS preprocessors such as SASS, Stylus, Less, etc.
Familiarity with responsive web design
Solid grasp of RESTful web services, APIs and Webhooks
Strong understanding of a decoupled frontend and backend system architecture
Experience in the successful implementation of a large scale web application
Working experience with Git, Docker, a node package manager(NPM)
Interest in working in a startup environment
Self Driven initiation in building new product features and Designs
Excellent verbal and written communication skills
Creative thinker with excellent analytical, troubleshooting, and debugging skills
Experience working in Ubuntu operating system
Job Type: Full-time
Salary: ₹200,000.00 - ₹455,000.00 per year
Schedule:
Monday to Friday
Experience:
Programming / HTML: 3 years (Required)
total work: 2 years (Required)
javascript: 2 years (Required)
AngularJS: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19",we are look to hire an angular developer who can contribute to building and scale our product and internal application job responsibility include b.tech or equivalent in computer science strong num to num year of work experience strong experience in css num javascript html num json strong background in angular num familiarity with css preprocessors such a sas stylus less etc familiarity with responsive web design solid grasp of restful web service apis and webhooks strong understanding of a decoupled frontend and backend system architecture experience in the successful implementation of a large scale web application work experience with git docker a node package manager npm interest in work in a startup environment self drive initiation in build new product feature and design excellent verbal and write communication skill creative thinker with excellent analytical troubleshooting and debug skill experience work in ubuntu operating system job type full-time salary num num per year schedule monday to friday experience program html num year require total work num year require javascript num year require angularjs num year require work remotely temporarily due to covid- num,look hire angular developer contribute building scale product internal application job responsibility include b.tech equivalent computer science strong num num year work experience strong experience css num javascript html num json strong background angular num familiarity css preprocessors sas stylus less etc familiarity responsive web design solid grasp restful web service apis webhooks strong understanding decoupled frontend backend system architecture experience successful implementation large scale web application work experience git docker node package manager npm interest work startup environment self drive initiation build new product feature design excellent verbal write communication skill creative thinker excellent analytical troubleshooting debug skill experience work ubuntu operating system job type full-time salary num num per year schedule monday friday experience program html num year require total work num year require javascript num year require angularjs num year require work remotely temporarily due covid- num,182,1.0,3.0,True,True,True,1.0,3,False,False,"[""angular"", ""communication"", ""css"", ""docker"", ""git"", ""html"", ""javascript""]",7,"[""docker"", ""angular"", ""css"", ""git"", ""html""]",5,"{""docker"": 1.912, ""angular"": 1.798, ""css"": 1.56, ""git"": 1.706, ""html"": 1.496}"
4,Backend Developer,"Experience range - 2 - 5 Yrs experience
Salary Range - 15 - 25 Lakhs
Notice Period - Less than 30 days.
Tech Stack - Java, SpringBoot, Kafka, Elastic Search, MySql, AWS etc
GlowRoad has 2 days work from office on Monday and Friday. Hence, no remote work from home option.
About GlowRoad:
Glowroad is building India’s most profitable social e-commerce platform where resellers share the catalog of products through their network on Facebook, Whatsapp, Instagram, etc, and convert them to sales. Glowroad is on a mission to create micro-entrepreneurs (resellers) who can set up their web-store, market their products, and track all transactions through GlowRoad’s platform. Glowroad app has ~10M downloads and 1 lakhs DAU’s.
Glowroad has been funded by Accel Partners and recently raised series B+ funding for a total of 24.5 million USD. We are scaling our operations across India.
Glowroad is looking for team members passionate about building platforms for next billion users and reimagine the e-commerce for mobile-first users
A fun, open, energetic, and creative environment. Approachable leadership, filled with passionate people, open communication, and provides high growth for employees.
What are we looking for:
Looking for team members passionate about building platforms for next billion users and re-imagine the e-commerce for mobile-first users. You will be building solutions for personalization, logistics, search & discovery, payments, fraud prevention, and scalability that works and solve problems elegantly.
As Back end developer, we expect you to be motivated in solving real-life complex problems and create compelling experiences for our Resellers. Being a small company we have a culture of creative problem solving, intellectual design, fast-paced development, and passionate product delivery. Enhance or build Restful web services for our mobile app.
Responsibilities:
Develop server-side components, REST APIs
Assume ownership for existing and new modules including design, development, and unit testing for enhancements of existing modules and development of new modules.
Analyse problems logically and exercise sound judgment in defining, evaluating, and solving difficult technical and operational problems where solutions may be of a precedent-establishing nature.
Lead the design and architectural improvements
Participate and collaborate with team members in design discussions, determines areas of complexity, potential risks to successful implementation, suggest enhancements to architecture, implement POCs, and enhance application.
Reduce technical debt with quality coding
Requirements:
A solid grounding in Computer Science fundamentals (based on a BS or MS in CS or related field) from IITs and Premier Engineering College.
Excellent Object Orientation, coupled with excellent problem solving and debugging skills.
Highly skilled at Java and related technologies, including Java Frameworks like Spring-boot or Drop wizard, RESTful web services, JSON, Servlet, JSP, MySQL, MongoDB, Kafka, AWS Solr.
Must have hands-on experience in building scalable and secure back end systems.
Have hands-on experience with systems that are asynchronous, RESTful and demand concurrency
Good to have knowledge of best software engineering practices for all stages of the software development life cycle, including coding standards, code reviews, testing, deployment.
Experience level: 2-4 years of software development experience in Java with web architecture and scalable design
Application Deadline: 10/12/2020
Job Type: Full-time
Salary: ₹1,500,000.00 per year
Experience:
Programming: 5 years (Preferred)
work: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No
Speak with the employer
+91 6361596830",experience range num num yrs experience salary range num num lakhs notice period less than num day tech stack java springboot kafka elastic search mysql aws etc glowroad have num day work from office on monday and friday hence no remote work from home option about glowroad glowroad be build india s most profitable social e-commerce platform where resellers share the catalog of product through their network on facebook whatsapp instagram etc and convert them to sale glowroad be on a mission to create micro-entrepreneurs resellers who can set up their web-store market their product and track all transaction through glowroad s platform glowroad app have num m downloads and num lakh dau s. glowroad have been fund by accel partner and recently raise series b+ funding for a total of num million usd we are scale our operation across india glowroad be look for team member passionate about building platform for next billion user and reimagine the e-commerce for mobile-first user a fun open energetic and creative environment approachable leadership fill with passionate people open communication and provide high growth for employee what are we look for look for team member passionate about building platform for next billion user and re-imagine the e-commerce for mobile-first user you will be build solution for personalization logistics search discovery payment fraud prevention and scalability that work and solve problem elegantly a back end developer we expect you to be motivate in solve real-life complex problem and create compelling experience for our resellers being a small company we have a culture of creative problem solve intellectual design fast-paced development and passionate product delivery enhance or build restful web service for our mobile app responsibility develop server-side component rest apis assume ownership for exist and new module include design development and unit test for enhancement of exist module and development of new module analyse problem logically and exercise sound judgment in define evaluating and solve difficult technical and operational problem where solution may be of a precedent-establishing nature lead the design and architectural improvement participate and collaborate with team member in design discussion determines area of complexity potential risk to successful implementation suggest enhancement to architecture implement pocs and enhance application reduce technical debt with quality coding requirement a solid grounding in computer science fundamental base on a b or m in c or related field from iits and premier engineering college excellent object orientation couple with excellent problem solving and debug skill highly skilled at java and related technology include java framework like spring-boot or drop wizard restful web service json servlet jsp mysql mongodb kafka aws solr must have hands-on experience in building scalable and secure back end system have hands-on experience with system that are asynchronous restful and demand concurrency good to have knowledge of best software engineering practice for all stage of the software development life cycle include cod standard code review test deployment experience level num year of software development experience in java with web architecture and scalable design application deadline num job type full-time salary num per year experience program num year prefer work num year prefer total work num year preferred education bachelor 's preferred work remotely no speak with the employer num num,experience range num num yrs experience salary range num num lakhs notice period less num day tech stack java springboot kafka elastic search mysql aws etc glowroad num day work office monday friday hence remote work home option glowroad glowroad build india profitable social e-commerce platform resellers share catalog product network facebook whatsapp instagram etc convert sale glowroad mission create micro-entrepreneurs resellers set web-store market product track transaction glowroad platform glowroad app num downloads num lakh dau s. glowroad fund accel partner recently raise series b+ funding total num million usd scale operation across india glowroad look team member passionate building platform next billion user reimagine e-commerce mobile-first user fun open energetic creative environment approachable leadership fill passionate people open communication provide high growth employee look look team member passionate building platform next billion user re-imagine e-commerce mobile-first user build solution personalization logistics search discovery payment fraud prevention scalability work solve problem elegantly back end developer expect motivate solve real-life complex problem create compelling experience resellers small company culture creative problem solve intellectual design fast-paced development passionate product delivery enhance build restful web service mobile app responsibility develop server-side component rest apis assume ownership exist new module include design development unit test enhancement exist module development new module analyse problem logically exercise sound judgment define evaluating solve difficult technical operational problem solution may precedent-establishing nature lead design architectural improvement participate collaborate team member design discussion determines area complexity potential risk successful implementation suggest enhancement architecture implement pocs enhance application reduce technical debt quality coding requirement solid grounding computer science fundamental base b c related field iits premier engineering college excellent object orientation couple excellent problem solving debug skill highly skilled java related technology include java framework like spring-boot drop wizard restful web service json servlet jsp mysql mongodb kafka aws solr must hands-on experience building scalable secure back end system hands-on experience system asynchronous restful demand concurrency good knowledge best software engineering practice stage software development life cycle include cod standard code review test deployment experience level num year software development experience java web architecture scalable design application deadline num job type full-time salary num per year experience program num year prefer work num year prefer total work num year preferred education bachelor 's preferred work remotely speak employer num num,537,5.0,3.0,True,True,True,5.0,3,False,False,"[""aws"", ""communication"", ""java"", ""kafka"", ""leadership"", ""mongodb"", ""mysql"", ""problem solving"", ""rest"", ""spring""]",10,"[""leadership"", ""problem solving"", ""kafka"", ""mongodb"", ""spring""]",5,"{""leadership"": 1.834, ""problem solving"": 1.958, ""kafka"": 1.968, ""mongodb"": 1.834, ""spring"": 1.8}"
5,Backend Developer,"Opening for Backend developer in Cryptocurrency
Should have a min of 3-6 yrs of experience in either Node / Go Lang / Mongo / AWS / Lambada etc
Location Bangalore (WTC)
Compulsory work from office
International travel on need basis
Mandatory coding test before HR interview
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Experience:
total work: 3 years (Required)
Development : 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
No
Speak with the employer
+91 9611922877",open for backend developer in cryptocurrency should have a min of num yrs of experience in either node go lang mongo aws lambada etc location bangalore wtc compulsory work from office international travel on need basis mandatory cod test before hr interview job type full-time salary num num per year schedule day shift experience total work num year require development num year require education bachelor 's required work remotely no speak with the employer num num,open backend developer cryptocurrency min num yrs experience either node go lang mongo aws lambada etc location bangalore wtc compulsory work office international travel need basis mandatory cod test hr interview job type full-time salary num num per year schedule day shift experience total work num year require development num year require education bachelor 's required work remotely speak employer num num,76,6.0,3.0,True,True,True,6.0,3,False,False,"[""aws"", ""golang""]",2,"[""golang"", ""aws""]",2,"{""golang"": 1.956, ""aws"": 1.802}"
